"","1.01","1.03","2.04","2.05","2.06","5.01","5.02","5.04","6.01","6.02","6.03","6.05","6.09","9.02","9.04","9.06","10.03","10.06","10.09","10.12","11.01","11.02","11.04","11.07","12.01","12.02","13.02","13.05","13.07","13.09","14.02","14.04","15.01","15.02","15.04","15.06","16.01","17.04","17.05","17.06","18.01","18.02","20.01","20.02","20.05","20.06","21.01","21.02","22.01","22.02","22.03","22.05","22.07","23.01","23.02"
"1.01",0,0,1.8305592657623,1.8305592657623,1.8305592657623,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.06705901314608,4.06705901314608,4.06705901314608,4.26635904558975,4.26635904558975,4.26635904558975,4.26635904558975,4.2569331381209,4.2569331381209,4.2569331381209,4.2569331381209,3.96049627135637,3.96049627135637,2.79796680740197,2.79796680740197,2.79796680740197,2.79796680740197,2.39616455574797,2.39616455574797,6.62968331275758,6.62968331275758,6.62968331275758,6.62968331275758,6.66152216447997,6.48031436702417,6.48031436702417,6.48031436702417,6.46189305873398,6.46189305873398,4.26481542490777,4.26481542490777,4.26481542490777,4.26481542490777,2.84218147046135,2.84218147046135,3.1559528504099,3.1559528504099,3.1559528504099,3.1559528504099,3.1559528504099,3.55415256554103,3.55415256554103
"1.03",0,0,1.8305592657623,1.8305592657623,1.8305592657623,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.40290184676052,4.06705901314608,4.06705901314608,4.06705901314608,4.26635904558975,4.26635904558975,4.26635904558975,4.26635904558975,4.2569331381209,4.2569331381209,4.2569331381209,4.2569331381209,3.96049627135637,3.96049627135637,2.79796680740197,2.79796680740197,2.79796680740197,2.79796680740197,2.39616455574797,2.39616455574797,6.62968331275758,6.62968331275758,6.62968331275758,6.62968331275758,6.66152216447997,6.48031436702417,6.48031436702417,6.48031436702417,6.46189305873398,6.46189305873398,4.26481542490777,4.26481542490777,4.26481542490777,4.26481542490777,2.84218147046135,2.84218147046135,3.1559528504099,3.1559528504099,3.1559528504099,3.1559528504099,3.1559528504099,3.55415256554103,3.55415256554103
"2.04",1.8305592657623,1.8305592657623,0,0,0,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,2.88473932507576,2.88473932507576,2.88473932507576,2.74283628818082,2.74283628818082,2.74283628818082,2.74283628818082,2.73702725001027,2.73702725001027,2.73702725001027,2.73702725001027,4.92168203197043,4.92168203197043,3.72600826364948,3.72600826364948,3.72600826364948,3.72600826364948,1.95163193452652,1.95163193452652,5.52442320779267,5.52442320779267,5.52442320779267,5.52442320779267,6.67785987183715,5.68685673762771,5.68685673762771,5.68685673762771,5.62713495232406,5.62713495232406,3.48488983756643,3.48488983756643,3.48488983756643,3.48488983756643,2.09053319968789,2.09053319968789,2.24133612788388,2.24133612788388,2.24133612788388,2.24133612788388,2.24133612788388,3.8629807771304,3.8629807771304
"2.05",1.8305592657623,1.8305592657623,0,0,0,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,2.88473932507576,2.88473932507576,2.88473932507576,2.74283628818082,2.74283628818082,2.74283628818082,2.74283628818082,2.73702725001027,2.73702725001027,2.73702725001027,2.73702725001027,4.92168203197043,4.92168203197043,3.72600826364948,3.72600826364948,3.72600826364948,3.72600826364948,1.95163193452652,1.95163193452652,5.52442320779267,5.52442320779267,5.52442320779267,5.52442320779267,6.67785987183715,5.68685673762771,5.68685673762771,5.68685673762771,5.62713495232406,5.62713495232406,3.48488983756643,3.48488983756643,3.48488983756643,3.48488983756643,2.09053319968789,2.09053319968789,2.24133612788388,2.24133612788388,2.24133612788388,2.24133612788388,2.24133612788388,3.8629807771304,3.8629807771304
"2.06",1.8305592657623,1.8305592657623,0,0,0,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,3.30300056494912,2.88473932507576,2.88473932507576,2.88473932507576,2.74283628818082,2.74283628818082,2.74283628818082,2.74283628818082,2.73702725001027,2.73702725001027,2.73702725001027,2.73702725001027,4.92168203197043,4.92168203197043,3.72600826364948,3.72600826364948,3.72600826364948,3.72600826364948,1.95163193452652,1.95163193452652,5.52442320779267,5.52442320779267,5.52442320779267,5.52442320779267,6.67785987183715,5.68685673762771,5.68685673762771,5.68685673762771,5.62713495232406,5.62713495232406,3.48488983756643,3.48488983756643,3.48488983756643,3.48488983756643,2.09053319968789,2.09053319968789,2.24133612788388,2.24133612788388,2.24133612788388,2.24133612788388,2.24133612788388,3.8629807771304,3.8629807771304
"5.01",4.40290184676052,4.40290184676052,3.30300056494912,3.30300056494912,3.30300056494912,0,0,0,0,0,0,0,0,0.86928721460645,0.86928721460645,0.86928721460645,2.88279987644124,2.88279987644124,2.88279987644124,2.88279987644124,2.88901542334437,2.88901542334437,2.88901542334437,2.88901542334437,7.27919652119748,7.27919652119748,6.35400865036252,6.35400865036252,6.35400865036252,6.35400865036252,4.43820343540265,4.43820343540265,6.63976335873324,6.63976335873324,6.63976335873324,6.63976335873324,7.99280071152713,5.02274610221527,5.02274610221527,5.02274610221527,4.80728240218228,4.80728240218228,3.58996936693328,3.58996936693328,3.58996936693328,3.58996936693328,3.41694335344241,3.41694335344241,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,6.47037670868508,6.47037670868508
"5.02",4.40290184676052,4.40290184676052,3.30300056494912,3.30300056494912,3.30300056494912,0,0,0,0,0,0,0,0,0.86928721460645,0.86928721460645,0.86928721460645,2.88279987644124,2.88279987644124,2.88279987644124,2.88279987644124,2.88901542334437,2.88901542334437,2.88901542334437,2.88901542334437,7.27919652119748,7.27919652119748,6.35400865036252,6.35400865036252,6.35400865036252,6.35400865036252,4.43820343540265,4.43820343540265,6.63976335873324,6.63976335873324,6.63976335873324,6.63976335873324,7.99280071152713,5.02274610221527,5.02274610221527,5.02274610221527,4.80728240218228,4.80728240218228,3.58996936693328,3.58996936693328,3.58996936693328,3.58996936693328,3.41694335344241,3.41694335344241,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,6.47037670868508,6.47037670868508
"5.04",4.40290184676052,4.40290184676052,3.30300056494912,3.30300056494912,3.30300056494912,0,0,0,0,0,0,0,0,0.86928721460645,0.86928721460645,0.86928721460645,2.88279987644124,2.88279987644124,2.88279987644124,2.88279987644124,2.88901542334437,2.88901542334437,2.88901542334437,2.88901542334437,7.27919652119748,7.27919652119748,6.35400865036252,6.35400865036252,6.35400865036252,6.35400865036252,4.43820343540265,4.43820343540265,6.63976335873324,6.63976335873324,6.63976335873324,6.63976335873324,7.99280071152713,5.02274610221527,5.02274610221527,5.02274610221527,4.80728240218228,4.80728240218228,3.58996936693328,3.58996936693328,3.58996936693328,3.58996936693328,3.41694335344241,3.41694335344241,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,6.47037670868508,6.47037670868508
"6.01",4.40290184676052,4.40290184676052,3.30300056494912,3.30300056494912,3.30300056494912,0,0,0,0,0,0,0,0,0.86928721460645,0.86928721460645,0.86928721460645,2.88279987644124,2.88279987644124,2.88279987644124,2.88279987644124,2.88901542334437,2.88901542334437,2.88901542334437,2.88901542334437,7.27919652119748,7.27919652119748,6.35400865036252,6.35400865036252,6.35400865036252,6.35400865036252,4.43820343540265,4.43820343540265,6.63976335873324,6.63976335873324,6.63976335873324,6.63976335873324,7.99280071152713,5.02274610221527,5.02274610221527,5.02274610221527,4.80728240218228,4.80728240218228,3.58996936693328,3.58996936693328,3.58996936693328,3.58996936693328,3.41694335344241,3.41694335344241,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,3.55134522139688,6.47037670868508,6.47037670868508
