Individual,PopID,Region,Species,Heat Temp,Cotyledon vs True Leaf,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:Temp,1:Y (II),1:Fo,1:Fm,1:Fv/Fm
11.01,11,San Diego,californica,44,Cotyledon,1755750,10/19/22,10:52:47,FO,235,450,739,22.3,0.391,450,739,0.391
11.01,11,San Diego,californica,44,True Leaf,1760401,10/19/22,10:52:52,FO,236,44,139,21.9,0.683,44,139,0.683
11.01,11,San Diego,californica,44,True Leaf,1764439,10/19/22,10:52:56,FO,237,23,20,21.9,0,23,20,-0.15
11.01,11,San Diego,californica,44,Cotyledon,1770668,10/19/22,10:53:02,FO,238,233,634,22.1,0.632,233,634,0.632
11.01,11,San Diego,californica,44,Cotyledon,1774866,10/19/22,10:53:06,FO,239,372,1079,22.1,0.655,372,1079,0.655
11.01,11,San Diego,californica,44,True Leaf,1778568,10/19/22,10:53:10,FO,240,202,466,21.9,0.567,202,466,0.567
11.01,11,San Diego,californica,44,True Leaf,1782079,10/19/22,10:53:13,FO,241,200,379,22.3,0.472,200,379,0.472
11.04,11,San Diego,californica,44,Cotyledon,174594,10/17/22,9:55:31,FO,1,391,799,20.2,0.511,391,799,0.511
11.04,11,San Diego,californica,44,Cotyledon,183362,10/17/22,9:55:39,FO,2,100,285,20.6,0.649,100,285,0.649
11.04,11,San Diego,californica,44,True Leaf,191219,10/17/22,9:55:47,FO,3,138,595,20.6,0.768,138,595,0.768
11.04,11,San Diego,californica,44,True Leaf,197514,10/17/22,9:55:54,FO,4,272,1190,20.6,0.771,272,1190,0.771
11.04,11,San Diego,californica,44,Cotyledon,206727,10/17/22,9:56:03,FO,5,193,459,20.6,0.58,193,459,0.58
11.04,11,San Diego,californica,44,Cotyledon,214776,10/17/22,9:56:11,FO,6,64,193,20.6,0.668,64,193,0.668
11.04,11,San Diego,californica,44,True Leaf,221106,10/17/22,9:56:17,FO,7,76,194,20.6,0.608,76,194,0.608
11.04,11,San Diego,californica,44,True Leaf,232408,10/17/22,9:56:28,FO,8,66,135,20.1,0.511,66,135,0.511
11.04,11,San Diego,californica,44,Cotyledon,239564,10/17/22,9:56:36,FO,9,195,437,20.4,0.554,195,437,0.554
11.04,11,San Diego,californica,44,Cotyledon,246692,10/17/22,9:56:43,FO,10,89,182,20.7,0.511,89,182,0.511
11.04,11,San Diego,californica,44,True Leaf,253155,10/17/22,9:56:49,FO,11,6,24,20.6,0,6,24,-
11.04,11,San Diego,californica,44,True Leaf,257973,10/17/22,9:56:54,FO,12,15,25,20.7,0,15,25,0.4
11.04,11,San Diego,californica,44,Cotyledon,264822,10/17/22,9:57:01,FO,13,158,436,20.7,0.638,158,436,0.638
11.04,11,San Diego,californica,44,Cotyledon,270810,10/17/22,9:57:07,FO,14,47,269,20.7,0.825,47,269,0.825
11.04,11,San Diego,californica,44,True Leaf,276003,10/17/22,9:57:12,FO,15,-2,35,20.4,0,-2,35,-
11.04,11,San Diego,californica,44,True Leaf,301490,10/17/22,9:57:38,FO,17,45,145,20.9,0.69,45,145,0.69
12.01,12,San Diego,californica,44,Cotyledon,2820878,10/20/22,10:54:07,FO,417,475,1196,22.1,0.603,475,1196,0.603
12.01,12,San Diego,californica,44,Cotyledon,2828480,10/20/22,10:54:14,FO,418,291,607,22.1,0.521,291,607,0.521
12.01,12,San Diego,californica,44,True Leaf,2832722,10/20/22,10:54:18,FO,419,338,1429,22.1,0.763,338,1429,0.763
12.01,12,San Diego,californica,44,True Leaf,2836502,10/20/22,10:54:22,FO,420,395,1543,21.9,0.744,395,1543,0.744
12.01,12,San Diego,californica,44,Cotyledon,2840922,10/20/22,10:54:27,FO,421,177,442,21.9,0.6,177,442,0.6
12.01,12,San Diego,californica,44,Cotyledon,2845032,10/20/22,10:54:31,FO,422,476,1167,22.3,0.592,476,1167,0.592
12.01,12,San Diego,californica,44,True Leaf,2849031,10/20/22,10:54:35,FO,423,188,789,22.3,0.762,188,789,0.762
12.01,12,San Diego,californica,44,True Leaf,2853491,10/20/22,10:54:39,FO,424,314,1031,22.1,0.695,314,1031,0.695
12.01,12,San Diego,californica,44,Cotyledon,2858360,10/20/22,10:54:44,FO,425,316,734,21.9,0.569,316,734,0.569
12.01,12,San Diego,californica,44,Cotyledon,2863026,10/20/22,10:54:49,FO,426,367,918,21.9,0.6,367,918,0.6
12.01,12,San Diego,californica,44,True Leaf,2867778,10/20/22,10:54:53,FO,427,390,1394,21.9,0.72,390,1394,0.72
12.01,12,San Diego,californica,44,True Leaf,2872215,10/20/22,10:54:58,FO,428,409,1409,21.9,0.71,409,1409,0.71
12.01,12,San Diego,californica,44,Cotyledon,2877049,10/20/22,10:55:03,FO,429,317,1012,21.9,0.687,317,1012,0.687
12.01,12,San Diego,californica,44,Cotyledon,2882908,10/20/22,10:55:09,FO,430,334,799,21.9,0.582,334,799,0.582
12.01,12,San Diego,californica,44,True Leaf,2887657,10/20/22,10:55:13,FO,431,189,754,21.9,0.749,189,754,0.749
12.01,12,San Diego,californica,44,True Leaf,2892252,10/20/22,10:55:18,FO,432,252,984,22.1,0.744,252,984,0.744
12.01,12,San Diego,californica,44,Cotyledon,2896875,10/20/22,10:55:23,FO,433,347,665,21.9,0.478,347,665,0.478
12.01,12,San Diego,californica,44,Cotyledon,2900981,10/20/22,10:55:27,FO,434,385,700,21.9,0.45,385,700,0.45
12.01,12,San Diego,californica,44,True Leaf,2905493,10/20/22,10:55:31,FO,435,235,983,21.9,0.761,235,983,0.761
12.01,12,San Diego,californica,44,True Leaf,2910135,10/20/22,10:55:36,FO,436,285,1000,22.3,0.715,285,1000,0.715
12.01,12,San Diego,californica,44,Cotyledon,2915322,10/20/22,10:55:41,FO,437,259,888,21.9,0.708,259,888,0.708
12.01,12,San Diego,californica,44,Cotyledon,2919487,10/20/22,10:55:45,FO,438,490,1293,22.1,0.621,490,1293,0.621
12.01,12,San Diego,californica,44,True Leaf,2923252,10/20/22,10:55:49,FO,439,259,1312,21.9,0.803,259,1312,0.803
12.01,12,San Diego,californica,44,True Leaf,2928110,10/20/22,10:55:54,FO,440,239,739,22.3,0.677,239,739,0.677
12.01,12,San Diego,californica,44,Cotyledon,2934381,10/20/22,10:56:00,FO,441,540,1154,21.9,0.532,540,1154,0.532
12.01,12,San Diego,californica,44,Cotyledon,2938562,10/20/22,10:56:04,FO,442,295,801,22.3,0.632,295,801,0.632
12.01,12,San Diego,californica,44,True Leaf,2942919,10/20/22,10:56:09,FO,443,191,808,22.3,0.764,191,808,0.764
12.01,12,San Diego,californica,44,True Leaf,2948006,10/20/22,10:56:14,FO,444,260,1090,22.3,0.761,260,1090,0.761
12.01,12,San Diego,californica,44,Cotyledon,2953029,10/20/22,10:56:19,FO,445,227,867,22.3,0.738,227,867,0.738
12.01,12,San Diego,californica,44,Cotyledon,2957370,10/20/22,10:56:23,FO,446,204,592,22.1,0.655,204,592,0.655
12.01,12,San Diego,californica,44,True Leaf,2961924,10/20/22,10:56:28,FO,447,228,999,22.3,0.772,228,999,0.772
12.01,12,San Diego,californica,44,True Leaf,2967151,10/20/22,10:56:33,FO,448,178,713,21.9,0.75,178,713,0.75
12.01,12,San Diego,californica,44,Cotyledon,2971687,10/20/22,10:56:37,FO,449,362,1018,22.3,0.644,362,1018,0.644
12.01,12,San Diego,californica,44,Cotyledon,2976048,10/20/22,10:56:42,FO,450,188,456,21.9,0.588,188,456,0.588
12.01,12,San Diego,californica,44,True Leaf,2980722,10/20/22,10:56:46,FO,451,240,699,22.3,0.657,240,699,0.657
12.01,12,San Diego,californica,44,True Leaf,2984614,10/20/22,10:56:50,FO,452,242,870,22.3,0.722,242,870,0.722
12.01,12,San Diego,californica,44,Cotyledon,2989670,10/20/22,10:56:55,FO,453,321,698,22.3,0.54,321,698,0.54
12.01,12,San Diego,californica,44,Cotyledon,2994112,10/20/22,10:57:00,FO,454,232,508,22.3,0.543,232,508,0.543
12.01,12,San Diego,californica,44,True Leaf,2998614,10/20/22,10:57:04,FO,455,306,1479,22.3,0.793,306,1479,0.793
12.01,12,San Diego,californica,44,True Leaf,3003359,10/20/22,10:57:09,FO,456,346,1380,22.3,0.749,346,1380,0.749
12.01,12,San Diego,californica,44,Cotyledon,3008388,10/20/22,10:57:14,FO,457,302,1006,22.5,0.7,302,1006,0.7
12.01,12,San Diego,californica,44,Cotyledon,3012387,10/20/22,10:57:18,FO,458,291,793,22.1,0.633,291,793,0.633
12.01,12,San Diego,californica,44,True Leaf,3016773,10/20/22,10:57:22,FO,459,204,667,22.3,0.694,204,667,0.694
12.01,12,San Diego,californica,44,True Leaf,3021042,10/20/22,10:57:27,FO,460,222,994,22.3,0.777,222,994,0.777
12.01,12,San Diego,californica,44,Cotyledon,3027162,10/20/22,10:57:33,FO,461,346,931,22.3,0.628,346,931,0.628
12.01,12,San Diego,californica,44,Cotyledon,3031825,10/20/22,10:57:37,FO,462,334,674,22.3,0.504,334,674,0.504
12.01,12,San Diego,californica,44,True Leaf,3036086,10/20/22,10:57:42,FO,463,311,1339,22.3,0.768,311,1339,0.768
12.01,12,San Diego,californica,44,True Leaf,3040906,10/20/22,10:57:47,FO,464,278,1034,22.3,0.731,278,1034,0.731
12.01,12,San Diego,californica,44,Cotyledon,3045599,10/20/22,10:57:51,FO,465,386,1180,22.3,0.673,386,1180,0.673
12.01,12,San Diego,californica,44,Cotyledon,3050209,10/20/22,10:57:56,FO,466,280,802,21.9,0.651,280,802,0.651
12.01,12,San Diego,californica,44,True Leaf,3054815,10/20/22,10:58:00,FO,467,266,1166,22.3,0.772,266,1166,0.772
12.01,12,San Diego,californica,44,True Leaf,3059534,10/20/22,10:58:05,FO,468,250,932,22.1,0.732,250,932,0.732
12.01,12,San Diego,californica,44,Cotyledon,3064419,10/20/22,10:58:10,FO,469,317,979,22.3,0.676,317,979,0.676
12.01,12,San Diego,californica,44,Cotyledon,3068951,10/20/22,10:58:15,FO,470,399,1173,22.1,0.66,399,1173,0.66
12.01,12,San Diego,californica,44,True Leaf,3073618,10/20/22,10:58:19,FO,471,363,1598,22.5,0.773,363,1598,0.773
12.01,12,San Diego,californica,44,True Leaf,3078228,10/20/22,10:58:24,FO,472,346,1499,22.5,0.769,346,1499,0.769
13.09,13,San Diego,californica,44,Cotyledon,3554262,10/20/22,11:06:20,FO,529,16,46,22.3,0,16,46,0.652
13.09,13,San Diego,californica,44,Cotyledon,3558332,10/20/22,11:06:24,FO,530,69,120,22.3,0.425,69,120,0.425
13.09,13,San Diego,californica,44,True Leaf,3567255,10/20/22,11:06:33,FO,531,9,18,22.3,0,9,18,-
13.09,13,San Diego,californica,44,True Leaf,3571814,10/20/22,11:06:37,FO,532,32,85,22.5,0.624,32,85,0.624
13.09,13,San Diego,californica,44,Cotyledon,3578004,10/20/22,11:06:44,FO,533,143,184,22.5,0.223,143,184,0.223
13.09,13,San Diego,californica,44,Cotyledon,3583050,10/20/22,11:06:49,FO,534,154,167,22.3,0.078,154,167,0.078
13.09,13,San Diego,californica,44,True Leaf,3587715,10/20/22,11:06:53,FO,535,123,474,22.3,0.741,123,474,0.741
13.09,13,San Diego,californica,44,True Leaf,3592154,10/20/22,11:06:58,FO,536,162,356,22.3,0.545,162,356,0.545
13.09,13,San Diego,californica,44,Cotyledon,3596876,10/20/22,11:07:03,FO,537,17,23,22.3,0,17,23,0.261
13.09,13,San Diego,californica,44,Cotyledon,3601462,10/20/22,11:07:07,FO,538,288,429,22.3,0.329,288,429,0.329
13.09,13,San Diego,californica,44,True Leaf,3605953,10/20/22,11:07:12,FO,539,24,21,22.5,0,24,21,-0.143
13.09,13,San Diego,californica,44,True Leaf,3610370,10/20/22,11:07:16,FO,540,21,41,22.5,0,21,41,0.488
13.09,13,San Diego,californica,44,Cotyledon,3615528,10/20/22,11:07:21,FO,541,184,230,22.3,0.2,184,230,0.2
13.09,13,San Diego,californica,44,Cotyledon,3620223,10/20/22,11:07:26,FO,542,32,38,22.3,0,32,38,0.158
13.09,13,San Diego,californica,44,True Leaf,3625106,10/20/22,11:07:31,FO,543,18,24,21.9,0,18,24,0.25
13.09,13,San Diego,californica,44,True Leaf,3629855,10/20/22,11:07:36,FO,544,40,32,22.3,0,40,32,-0.25
13.09,13,San Diego,californica,44,Cotyledon,3634659,10/20/22,11:07:40,FO,545,16,19,22.1,0,16,19,0.158
13.09,13,San Diego,californica,44,Cotyledon,3639393,10/20/22,11:07:45,FO,546,29,38,22.3,0,29,38,0.237
13.09,13,San Diego,californica,44,Cotyledon,3651400,10/20/22,11:07:57,FO,547,15,31,22.3,0,15,31,0.516
13.09,13,San Diego,californica,44,Cotyledon,3655879,10/20/22,11:08:02,FO,548,197,231,22.3,0.147,197,231,0.147
13.09,13,San Diego,californica,44,True Leaf,3660171,10/20/22,11:08:06,FO,549,12,23,22.3,0,12,23,0.478
13.09,13,San Diego,californica,44,True Leaf,3664291,10/20/22,11:08:10,FO,550,13,23,22.5,0,13,23,0.435
13.09,13,San Diego,californica,44,Cotyledon,3668470,10/20/22,11:08:14,FO,551,157,197,22.1,0.203,157,197,0.203
13.09,13,San Diego,californica,44,Cotyledon,3673140,10/20/22,11:08:19,FO,552,153,243,22.3,0.37,153,243,0.37
13.09,13,San Diego,californica,44,True Leaf,3678767,10/20/22,11:08:24,FO,553,21,74,22.3,0.716,21,74,0.716
13.09,13,San Diego,californica,44,True Leaf,3683402,10/20/22,11:08:29,FO,554,21,49,22.3,0,21,49,0.571
13.09,13,San Diego,californica,44,Cotyledon,3688047,10/20/22,11:08:34,FO,555,74,112,22.3,0.339,74,112,0.339
13.09,13,San Diego,californica,44,Cotyledon,3692590,10/20/22,11:08:38,FO,556,77,122,21.9,0.369,77,122,0.369
13.09,13,San Diego,californica,44,True Leaf,3697389,10/20/22,11:08:43,FO,557,79,55,22.1,0,79,55,-0.436
13.09,13,San Diego,californica,44,True Leaf,3702156,10/20/22,11:08:48,FO,558,64,90,22.3,0.289,64,90,0.289
13.09,13,San Diego,californica,44,Cotyledon,3707871,10/20/22,11:08:54,FO,559,140,333,21.9,0.58,140,333,0.58
13.09,13,San Diego,californica,44,Cotyledon,3712169,10/20/22,11:08:58,FO,560,314,555,22.1,0.434,314,555,0.434
13.09,13,San Diego,californica,44,Cotyledon,3741390,10/20/22,11:09:27,FO,562,4,61,22.3,0,4,61,0.934
13.09,13,San Diego,californica,44,Cotyledon,3746214,10/20/22,11:09:32,FO,563,34,44,22.3,0,34,44,0.227
13.09,13,San Diego,californica,44,True Leaf,3750517,10/20/22,11:09:36,FO,564,16,26,22.1,0,16,26,0.385
13.09,13,San Diego,californica,44,True Leaf,3755180,10/20/22,11:09:41,FO,565,28,38,22.3,0,28,38,0.263
13.09,13,San Diego,californica,44,Cotyledon,3759873,10/20/22,11:09:46,FO,566,143,145,22.5,0.014,143,145,0.014
13.09,13,San Diego,californica,44,Cotyledon,3764643,10/20/22,11:09:50,FO,567,31,37,22.3,0,31,37,0.162
13.09,13,San Diego,californica,44,True Leaf,3769317,10/20/22,11:09:55,FO,568,37,61,21.9,0.393,37,61,0.393
13.09,13,San Diego,californica,44,True Leaf,3774017,10/20/22,11:10:00,FO,569,33,43,22.5,0,33,43,0.233
13.09,13,San Diego,californica,44,Cotyledon,3779082,10/20/22,11:10:05,FO,570,178,222,22.3,0.198,178,222,0.198
13.09,13,San Diego,californica,44,Cotyledon,3783565,10/20/22,11:10:09,FO,571,10,29,22.1,0,10,29,0.655
13.09,13,San Diego,californica,44,True Leaf,3788331,10/20/22,11:10:14,FO,572,56,66,22.1,0.152,56,66,0.152
13.09,13,San Diego,californica,44,True Leaf,3792746,10/20/22,11:10:18,FO,573,15,21,22.3,0,15,21,0.286
13.09,13,San Diego,californica,44,Cotyledon,3797400,10/20/22,11:10:23,FO,574,23,25,22.1,0,23,25,0.08
13.09,13,San Diego,californica,44,Cotyledon,3801796,10/20/22,11:10:27,FO,575,16,27,22.3,0,16,27,0.407
13.09,13,San Diego,californica,44,True Leaf,3808442,10/20/22,11:10:34,FO,576,13,22,22.3,0,13,22,0.409
13.09,13,San Diego,californica,44,True Leaf,3813222,10/20/22,11:10:39,FO,577,12,20,22.5,0,12,20,0.4
14.04,14,San Diego,californica,44,Cotyledon,3256641,10/20/22,11:01:22,FO,473,111,322,21.9,0.655,111,322,0.655
14.04,14,San Diego,californica,44,Cotyledon,3261161,10/20/22,11:01:27,FO,474,251,485,21.9,0.482,251,485,0.482
14.04,14,San Diego,californica,44,True Leaf,3265993,10/20/22,11:01:32,FO,475,210,686,22.3,0.694,210,686,0.694
14.04,14,San Diego,californica,44,True Leaf,3270817,10/20/22,11:01:36,FO,476,280,929,22.3,0.699,280,929,0.699
14.04,14,San Diego,californica,44,Cotyledon,3286324,10/20/22,11:01:52,FO,477,193,358,21.9,0.461,193,358,0.461
14.04,14,San Diego,californica,44,Cotyledon,3290986,10/20/22,11:01:57,FO,478,133,227,22.3,0.414,133,227,0.414
14.04,14,San Diego,californica,44,True Leaf,3294828,10/20/22,11:02:00,FO,479,115,761,22.3,0.849,115,761,0.849
14.04,14,San Diego,californica,44,True Leaf,3299469,10/20/22,11:02:05,FO,480,197,1087,21.9,0.819,197,1087,0.819
14.04,14,San Diego,californica,44,Cotyledon,3304670,10/20/22,11:02:10,FO,481,436,530,22.1,0.177,436,530,0.177
14.04,14,San Diego,californica,44,Cotyledon,3308952,10/20/22,11:02:15,FO,482,496,552,22.3,0.101,496,552,0.101
14.04,14,San Diego,californica,44,True Leaf,3313654,10/20/22,11:02:19,FO,483,46,122,22.3,0.623,46,122,0.623
14.04,14,San Diego,californica,44,True Leaf,3320784,10/20/22,11:02:26,FO,484,189,372,22.3,0.492,189,372,0.492
14.04,14,San Diego,californica,44,Cotyledon,3325703,10/20/22,11:02:31,FO,485,192,261,21.9,0.264,192,261,0.264
14.04,14,San Diego,californica,44,Cotyledon,3330521,10/20/22,11:02:36,FO,486,165,255,21.9,0.353,165,255,0.353
14.04,14,San Diego,californica,44,True Leaf,3335002,10/20/22,11:02:41,FO,487,101,435,21.9,0.768,101,435,0.768
14.04,14,San Diego,californica,44,True Leaf,3338784,10/20/22,11:02:44,FO,488,222,710,22.1,0.687,222,710,0.687
14.04,14,San Diego,californica,44,Cotyledon,3343898,10/20/22,11:02:50,FO,489,30,32,22.3,0,30,32,0.063
14.04,14,San Diego,californica,44,Cotyledon,3348157,10/20/22,11:02:54,FO,490,43,46,21.9,0,43,46,0.065
14.04,14,San Diego,californica,44,True Leaf,3353802,10/20/22,11:02:59,FO,491,7,11,22.1,0,7,11,-
14.04,14,San Diego,californica,44,True Leaf,3357723,10/20/22,11:03:03,FO,492,12,19,21.9,0,12,19,0.368
14.04,14,San Diego,californica,44,Cotyledon,3362551,10/20/22,11:03:08,FO,493,46,58,22.1,0.207,46,58,0.207
14.04,14,San Diego,californica,44,Cotyledon,3367360,10/20/22,11:03:13,FO,494,233,210,22.1,0,233,210,-0.11
14.04,14,San Diego,californica,44,True Leaf,3371548,10/20/22,11:03:17,FO,495,22,81,21.8,0.728,22,81,0.728
14.04,14,San Diego,californica,44,True Leaf,3375929,10/20/22,11:03:22,FO,496,37,78,22.1,0.526,37,78,0.526
14.04,14,San Diego,californica,44,Cotyledon,3381520,10/20/22,11:03:27,FO,497,97,114,22.1,0.149,97,114,0.149
14.04,14,San Diego,californica,44,Cotyledon,3386051,10/20/22,11:03:32,FO,498,34,36,21.9,0,34,36,0.056
14.04,14,San Diego,californica,44,True Leaf,3390677,10/20/22,11:03:36,FO,499,40,60,21.9,0.333,40,60,0.333
14.04,14,San Diego,californica,44,True Leaf,3395957,10/20/22,11:03:42,FO,500,17,33,21.9,0,17,33,0.485
14.04,14,San Diego,californica,44,Cotyledon,3400881,10/20/22,11:03:47,FO,501,33,36,21.8,0,33,36,0.083
14.04,14,San Diego,californica,44,Cotyledon,3405644,10/20/22,11:03:51,FO,502,12,21,22.3,0,12,21,0.429
14.04,14,San Diego,californica,44,True Leaf,3410181,10/20/22,11:03:56,FO,503,10,18,22.1,0,10,18,0.444
14.04,14,San Diego,californica,44,True Leaf,3414785,10/20/22,11:04:00,FO,504,13,17,22.3,0,13,17,0.235
14.04,14,San Diego,californica,44,Cotyledon,3419068,10/20/22,11:04:05,FO,505,15,19,21.8,0,15,19,0.211
14.04,14,San Diego,californica,44,Cotyledon,3423565,10/20/22,11:04:09,FO,506,24,40,21.6,0,24,40,0.4
14.04,14,San Diego,californica,44,True Leaf,3428095,10/20/22,11:04:14,FO,507,19,27,21.9,0,19,27,0.296
14.04,14,San Diego,californica,44,True Leaf,3432003,10/20/22,11:04:18,FO,508,15,26,21.9,0,15,26,0.423
14.04,14,San Diego,californica,44,Cotyledon,3436672,10/20/22,11:04:22,FO,509,103,144,21.9,0.285,103,144,0.285
14.04,14,San Diego,californica,44,Cotyledon,3441386,10/20/22,11:04:27,FO,510,25,27,22.1,0,25,27,0.074
14.04,14,San Diego,californica,44,True Leaf,3445902,10/20/22,11:04:32,FO,511,15,20,22.1,0,15,20,0.25
14.04,14,San Diego,californica,44,True Leaf,3450151,10/20/22,11:04:36,FO,512,22,35,21.6,0,22,35,0.371
14.04,14,San Diego,californica,44,Cotyledon,3454623,10/20/22,11:04:40,FO,513,41,46,22.3,0,41,46,0.109
14.04,14,San Diego,californica,44,Cotyledon,3458980,10/20/22,11:04:45,FO,514,36,49,22.3,0,36,49,0.265
14.04,14,San Diego,californica,44,True Leaf,3463502,10/20/22,11:04:49,FO,515,21,26,22.3,0,21,26,0.192
14.04,14,San Diego,californica,44,True Leaf,3467509,10/20/22,11:04:53,FO,516,20,34,21.9,0,20,34,0.412
14.04,14,San Diego,californica,44,Cotyledon,3471617,10/20/22,11:04:57,FO,517,73,62,22.3,0,73,62,-0.177
14.04,14,San Diego,californica,44,Cotyledon,3476551,10/20/22,11:05:02,FO,518,13,14,22.1,0,13,14,0.071
14.04,14,San Diego,californica,44,True Leaf,3480840,10/20/22,11:05:07,FO,519,18,23,22.3,0,18,23,0.217
14.04,14,San Diego,californica,44,True Leaf,3485294,10/20/22,11:05:11,FO,520,6,15,22.3,0,6,15,-
14.04,14,San Diego,californica,44,Cotyledon,3489146,10/20/22,11:05:15,FO,521,78,76,22.3,0,78,76,-0.026
14.04,14,San Diego,californica,44,Cotyledon,3492903,10/20/22,11:05:19,FO,522,29,33,22.3,0,29,33,0.121
14.04,14,San Diego,californica,44,True Leaf,3497591,10/20/22,11:05:23,FO,523,20,71,21.9,0.718,20,71,0.718
14.04,14,San Diego,californica,44,True Leaf,3501642,10/20/22,11:05:27,FO,524,20,31,22.3,0,20,31,0.355
14.04,14,San Diego,californica,44,Cotyledon,3506598,10/20/22,11:05:32,FO,525,11,23,21.9,0,11,23,0.522
14.04,14,San Diego,californica,44,Cotyledon,3510930,10/20/22,11:05:37,FO,526,21,27,22.3,0,21,27,0.222
14.04,14,San Diego,californica,44,True Leaf,3515680,10/20/22,11:05:41,FO,527,22,67,21.9,0.672,22,67,0.672
14.04,14,San Diego,californica,44,True Leaf,3521023,10/20/22,11:05:47,FO,528,31,41,22.3,0,31,41,0.244
15.02,15,Los Angeles,californica,44,Cotyledon,536558,10/20/22,10:16:02,FO,41,10,70,20.2,0.857,10,70,0.857
15.02,15,Los Angeles,californica,44,Cotyledon,540182,10/20/22,10:16:06,FO,42,59,80,20.2,0.263,59,80,0.263
15.02,15,Los Angeles,californica,44,True Leaf,544567,10/20/22,10:16:10,FO,43,33,46,19.7,0,33,46,0.283
15.02,15,Los Angeles,californica,44,True Leaf,548402,10/20/22,10:16:14,FO,44,34,104,20.2,0.673,34,104,0.673
15.02,15,Los Angeles,californica,44,Cotyledon,553524,10/20/22,10:16:19,FO,45,-3,355,20.2,0,-3,355,1.008
15.02,15,Los Angeles,californica,44,Cotyledon,557468,10/20/22,10:16:23,FO,46,107,407,20.2,0.737,107,407,0.737
15.02,15,Los Angeles,californica,44,Cotyledon,566304,10/20/22,10:16:32,FO,47,59,114,20.1,0.482,59,114,0.482
15.02,15,Los Angeles,californica,44,Cotyledon,570262,10/20/22,10:16:36,FO,48,21,34,19.9,0,21,34,0.382
15.02,15,Los Angeles,californica,44,True Leaf,574354,10/20/22,10:16:40,FO,49,4,10,20.2,0,4,10,-
15.02,15,Los Angeles,californica,44,True Leaf,582411,10/20/22,10:16:48,FO,50,15,17,20.2,0,15,17,0.118
15.02,15,Los Angeles,californica,44,Cotyledon,589641,10/20/22,10:16:55,FO,51,139,166,20.2,0.163,139,166,0.163
15.02,15,Los Angeles,californica,44,Cotyledon,595347,10/20/22,10:17:01,FO,52,435,686,20.2,0.366,435,686,0.366
15.02,15,Los Angeles,californica,44,True Leaf,599614,10/20/22,10:17:05,FO,53,257,1011,20.1,0.746,257,1011,0.746
15.02,15,Los Angeles,californica,44,True Leaf,606557,10/20/22,10:17:12,FO,54,381,1372,20.1,0.722,381,1372,0.722
15.02,15,Los Angeles,californica,44,Cotyledon,611418,10/20/22,10:17:17,FO,55,-3,57,20.2,0,-3,57,1.053
15.02,15,Los Angeles,californica,44,Cotyledon,617256,10/20/22,10:17:23,FO,56,74,85,20.2,0.129,74,85,0.129
15.02,15,Los Angeles,californica,44,True Leaf,622415,10/20/22,10:17:28,FO,57,9,22,20.1,0,9,22,-
15.02,15,Los Angeles,californica,44,True Leaf,632596,10/20/22,10:17:38,FO,58,44,67,20.2,0.343,44,67,0.343
15.02,15,Los Angeles,californica,44,Cotyledon,643206,10/20/22,10:17:49,FO,59,72,103,20.2,0.301,72,103,0.301
15.02,15,Los Angeles,californica,44,Cotyledon,648113,10/20/22,10:17:54,FO,60,87,87,20.2,0,87,87,0
15.02,15,Los Angeles,californica,44,True Leaf,652454,10/20/22,10:17:58,FO,61,317,819,20.2,0.613,317,819,0.613
15.02,15,Los Angeles,californica,44,True Leaf,660190,10/20/22,10:18:06,FO,62,245,509,20.2,0.519,245,509,0.519
15.02,15,Los Angeles,californica,44,Cotyledon,667289,10/20/22,10:18:13,FO,63,15,18,20.1,0,15,18,0.167
15.02,15,Los Angeles,californica,44,Cotyledon,671063,10/20/22,10:18:17,FO,64,12,18,20.2,0,12,18,0.333
15.02,15,Los Angeles,californica,44,True Leaf,675078,10/20/22,10:18:21,FO,65,1,9,20.2,0,1,9,-
15.02,15,Los Angeles,californica,44,True Leaf,679746,10/20/22,10:18:25,FO,66,11,14,20.2,0,11,14,0.214
15.02,15,Los Angeles,californica,44,Cotyledon,684404,10/20/22,10:18:30,FO,67,118,131,20.2,0.099,118,131,0.099
15.02,15,Los Angeles,californica,44,Cotyledon,688857,10/20/22,10:18:35,FO,68,52,59,20.2,0.119,52,59,0.119
15.02,15,Los Angeles,californica,44,True Leaf,693248,10/20/22,10:18:39,FO,69,14,16,20.2,0,14,16,0.125
15.02,15,Los Angeles,californica,44,True Leaf,697902,10/20/22,10:18:44,FO,70,32,38,20.2,0,32,38,0.158
15.02,15,Los Angeles,californica,44,Cotyledon,702737,10/20/22,10:18:48,FO,71,122,139,20.4,0.122,122,139,0.122
15.02,15,Los Angeles,californica,44,Cotyledon,706695,10/20/22,10:18:52,FO,72,14,16,20.1,0,14,16,0.125
15.02,15,Los Angeles,californica,44,True Leaf,710430,10/20/22,10:18:56,FO,73,2,12,20.1,0,2,12,-
15.02,15,Los Angeles,californica,44,True Leaf,714584,10/20/22,10:19:00,FO,74,6,10,20.2,0,6,10,-
15.02,15,Los Angeles,californica,44,Cotyledon,718938,10/20/22,10:19:05,FO,75,17,26,20.6,0,17,26,0.346
15.02,15,Los Angeles,californica,44,Cotyledon,722732,10/20/22,10:19:08,FO,76,20,24,20.4,0,20,24,0.167
15.02,15,Los Angeles,californica,44,Cotyledon,730977,10/20/22,10:19:17,FO,77,37,136,20.6,0.728,37,136,0.728
