	1.01	1.03	2.04	2.05	2.06	5.01	5.02	5.04	6.01	6.02	6.03	6.05	6.09	9.02	9.04	9.06	10.03	10.06	10.09	10.12	11.01	11.02	11.04	11.07	12.01	12.02	13.02	13.05	13.07	13.09	14.02	14.04	15.01	15.02	15.04	15.06	16.01	17.04	17.05	17.06	18.01	18.02	20.01	20.02	20.05	20.06	21.01	21.02	22.01	22.02	22.03	22.05	22.07	23.01	23.02
6.02	10.79	10.79	8.80	8.80	8.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	4.66	4.66	12.21	12.21	12.21	12.21	12.06	12.06	12.06	12.06	34.45	34.45	24.81	24.81	24.81	24.81	23.87	23.87	214.17	214.17	214.17	214.17	218.08	214.80	214.80	214.80	215.17	215.17	106.63	106.63	106.63	106.63	98.60	98.60	96.63	96.63	96.63	96.63	96.63	30.48	30.48
6.03	10.79	10.79	8.80	8.80	8.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	4.66	4.66	12.21	12.21	12.21	12.21	12.06	12.06	12.06	12.06	34.45	34.45	24.81	24.81	24.81	24.81	23.87	23.87	214.17	214.17	214.17	214.17	218.08	214.80	214.80	214.80	215.17	215.17	106.63	106.63	106.63	106.63	98.60	98.60	96.63	96.63	96.63	96.63	96.63	30.48	30.48
6.05	10.79	10.79	8.80	8.80	8.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	4.66	4.66	12.21	12.21	12.21	12.21	12.06	12.06	12.06	12.06	34.45	34.45	24.81	24.81	24.81	24.81	23.87	23.87	214.17	214.17	214.17	214.17	218.08	214.80	214.80	214.80	215.17	215.17	106.63	106.63	106.63	106.63	98.60	98.60	96.63	96.63	96.63	96.63	96.63	30.48	30.48
6.09	10.79	10.79	8.80	8.80	8.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	4.66	4.66	12.21	12.21	12.21	12.21	12.06	12.06	12.06	12.06	34.45	34.45	24.81	24.81	24.81	24.81	23.87	23.87	214.17	214.17	214.17	214.17	218.08	214.80	214.80	214.80	215.17	215.17	106.63	106.63	106.63	106.63	98.60	98.60	96.63	96.63	96.63	96.63	96.63	30.48	30.48
9.02	10.86	10.86	10.77	10.77	10.77	4.66	4.66	4.66	4.66	4.66	4.66	4.66	4.66	0.00	0.00	0.00	7.65	7.65	7.65	7.65	7.51	7.51	7.51	7.51	36.93	36.93	27.22	27.22	27.22	27.22	28.21	28.21	209.51	209.51	209.51	209.51	213.42	210.15	210.15	210.15	210.52	210.52	102.57	102.57	102.57	102.57	94.55	94.55	92.59	92.59	92.59	92.59	92.59	25.83	25.83
9.04	10.86	10.86	10.77	10.77	10.77	4.66	4.66	4.66	4.66	4.66	4.66	4.66	4.66	0.00	0.00	0.00	7.65	7.65	7.65	7.65	7.51	7.51	7.51	7.51	36.93	36.93	27.22	27.22	27.22	27.22	28.21	28.21	209.51	209.51	209.51	209.51	213.42	210.15	210.15	210.15	210.52	210.52	102.57	102.57	102.57	102.57	94.55	94.55	92.59	92.59	92.59	92.59	92.59	25.83	25.83
9.06	10.86	10.86	10.77	10.77	10.77	4.66	4.66	4.66	4.66	4.66	4.66	4.66	4.66	0.00	0.00	0.00	7.65	7.65	7.65	7.65	7.51	7.51	7.51	7.51	36.93	36.93	27.22	27.22	27.22	27.22	28.21	28.21	209.51	209.51	209.51	209.51	213.42	210.15	210.15	210.15	210.52	210.52	102.57	102.57	102.57	102.57	94.55	94.55	92.59	92.59	92.59	92.59	92.59	25.83	25.83
10.03	16.00	16.00	17.45	17.45	17.45	12.21	12.21	12.21	12.21	12.21	12.21	12.21	12.21	7.65	7.65	7.65	0.00	0.00	0.00	0.00	0.15	0.15	0.15	0.15	43.11	43.11	33.51	33.51	33.51	33.51	35.84	35.84	202.11	202.11	202.11	202.11	205.96	202.64	202.64	202.64	203.01	203.01	95.19	95.19	95.19	95.19	87.19	87.19	85.23	85.23	85.23	85.23	85.23	18.36	18.36
10.06	16.00	16.00	17.45	17.45	17.45	12.21	12.21	12.21	12.21	12.21	12.21	12.21	12.21	7.65	7.65	7.65	0.00	0.00	0.00	0.00	0.15	0.15	0.15	0.15	43.11	43.11	33.51	33.51	33.51	33.51	35.84	35.84	202.11	202.11	202.11	202.11	205.96	202.64	202.64	202.64	203.01	203.01	95.19	95.19	95.19	95.19	87.19	87.19	85.23	85.23	85.23	85.23	85.23	18.36	18.36
10.09	16.00	16.00	17.45	17.45	17.45	12.21	12.21	12.21	12.21	12.21	12.21	12.21	12.21	7.65	7.65	7.65	0.00	0.00	0.00	0.00	0.15	0.15	0.15	0.15	43.11	43.11	33.51	33.51	33.51	33.51	35.84	35.84	202.11	202.11	202.11	202.11	205.96	202.64	202.64	202.64	203.01	203.01	95.19	95.19	95.19	95.19	87.19	87.19	85.23	85.23	85.23	85.23	85.23	18.36	18.36
10.12	16.00	16.00	17.45	17.45	17.45	12.21	12.21	12.21	12.21	12.21	12.21	12.21	12.21	7.65	7.65	7.65	0.00	0.00	0.00	0.00	0.15	0.15	0.15	0.15	43.11	43.11	33.51	33.51	33.51	33.51	35.84	35.84	202.11	202.11	202.11	202.11	205.96	202.64	202.64	202.64	203.01	203.01	95.19	95.19	95.19	95.19	87.19	87.19	85.23	85.23	85.23	85.23	85.23	18.36	18.36
11.01	15.90	15.90	17.33	17.33	17.33	12.06	12.06	12.06	12.06	12.06	12.06	12.06	12.06	7.51	7.51	7.51	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	43.00	43.00	33.40	33.40	33.40	33.40	35.70	35.70	202.25	202.25	202.25	202.25	206.10	202.79	202.79	202.79	203.16	203.16	95.32	95.32	95.32	95.32	87.32	87.32	85.36	85.36	85.36	85.36	85.36	18.50	18.50
11.02	15.90	15.90	17.33	17.33	17.33	12.06	12.06	12.06	12.06	12.06	12.06	12.06	12.06	7.51	7.51	7.51	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	43.00	43.00	33.40	33.40	33.40	33.40	35.70	35.70	202.25	202.25	202.25	202.25	206.10	202.79	202.79	202.79	203.16	203.16	95.32	95.32	95.32	95.32	87.32	87.32	85.36	85.36	85.36	85.36	85.36	18.50	18.50
11.04	15.90	15.90	17.33	17.33	17.33	12.06	12.06	12.06	12.06	12.06	12.06	12.06	12.06	7.51	7.51	7.51	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	43.00	43.00	33.40	33.40	33.40	33.40	35.70	35.70	202.25	202.25	202.25	202.25	206.10	202.79	202.79	202.79	203.16	203.16	95.32	95.32	95.32	95.32	87.32	87.32	85.36	85.36	85.36	85.36	85.36	18.50	18.50
11.07	15.90	15.90	17.33	17.33	17.33	12.06	12.06	12.06	12.06	12.06	12.06	12.06	12.06	7.51	7.51	7.51	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	43.00	43.00	33.40	33.40	33.40	33.40	35.70	35.70	202.25	202.25	202.25	202.25	206.10	202.79	202.79	202.79	203.16	203.16	95.32	95.32	95.32	95.32	87.32	87.32	85.36	85.36	85.36	85.36	85.36	18.50	18.50
12.01	27.16	27.16	26.17	26.17	26.17	34.45	34.45	34.45	34.45	34.45	34.45	34.45	34.45	36.93	36.93	36.93	43.11	43.11	43.11	43.11	43.00	43.00	43.00	43.00	0.00	0.00	9.71	9.71	9.71	9.71	21.30	21.30	233.25	233.25	233.25	233.25	237.97	235.44	235.44	235.44	235.82	235.82	136.99	136.99	136.99	136.99	129.08	129.08	127.18	127.18	127.18	127.18	127.18	57.07	57.07
12.02	27.16	27.16	26.17	26.17	26.17	34.45	34.45	34.45	34.45	34.45	34.45	34.45	34.45	36.93	36.93	36.93	43.11	43.11	43.11	43.11	43.00	43.00	43.00	43.00	0.00	0.00	9.71	9.71	9.71	9.71	21.30	21.30	233.25	233.25	233.25	233.25	237.97	235.44	235.44	235.44	235.82	235.82	136.99	136.99	136.99	136.99	129.08	129.08	127.18	127.18	127.18	127.18	127.18	57.07	57.07
13.02	17.66	17.66	16.46	16.46	16.46	24.81	24.81	24.81	24.81	24.81	24.81	24.81	24.81	27.22	27.22	27.22	33.51	33.51	33.51	33.51	33.40	33.40	33.40	33.40	9.71	9.71	0.00	0.00	0.00	0.00	16.57	16.57	226.78	226.78	226.78	226.78	231.31	228.59	228.59	228.59	228.97	228.97	127.86	127.86	127.86	127.86	119.92	119.92	118.00	118.00	118.00	118.00	118.00	48.15	48.15
13.05	17.66	17.66	16.46	16.46	16.46	24.81	24.81	24.81	24.81	24.81	24.81	24.81	24.81	27.22	27.22	27.22	33.51	33.51	33.51	33.51	33.40	33.40	33.40	33.40	9.71	9.71	0.00	0.00	0.00	0.00	16.57	16.57	226.78	226.78	226.78	226.78	231.31	228.59	228.59	228.59	228.97	228.97	127.86	127.86	127.86	127.86	119.92	119.92	118.00	118.00	118.00	118.00	118.00	48.15	48.15
13.07	17.66	17.66	16.46	16.46	16.46	24.81	24.81	24.81	24.81	24.81	24.81	24.81	24.81	27.22	27.22	27.22	33.51	33.51	33.51	33.51	33.40	33.40	33.40	33.40	9.71	9.71	0.00	0.00	0.00	0.00	16.57	16.57	226.78	226.78	226.78	226.78	231.31	228.59	228.59	228.59	228.97	228.97	127.86	127.86	127.86	127.86	119.92	119.92	118.00	118.00	118.00	118.00	118.00	48.15	48.15
13.09	17.66	17.66	16.46	16.46	16.46	24.81	24.81	24.81	24.81	24.81	24.81	24.81	24.81	27.22	27.22	27.22	33.51	33.51	33.51	33.51	33.40	33.40	33.40	33.40	9.71	9.71	0.00	0.00	0.00	0.00	16.57	16.57	226.78	226.78	226.78	226.78	231.31	228.59	228.59	228.59	228.97	228.97	127.86	127.86	127.86	127.86	119.92	119.92	118.00	118.00	118.00	118.00	118.00	48.15	48.15
14.02	24.08	24.08	20.11	20.11	20.11	23.87	23.87	23.87	23.87	23.87	23.87	23.87	23.87	28.21	28.21	28.21	35.84	35.84	35.84	35.84	35.70	35.70	35.70	35.70	21.30	21.30	16.57	16.57	16.57	16.57	0.00	0.00	236.40	236.40	236.40	236.40	240.55	237.48	237.48	237.48	237.85	237.85	130.42	130.42	130.42	130.42	122.39	122.39	120.41	120.41	120.41	120.41	120.41	53.58	53.58
14.04	24.08	24.08	20.11	20.11	20.11	23.87	23.87	23.87	23.87	23.87	23.87	23.87	23.87	28.21	28.21	28.21	35.84	35.84	35.84	35.84	35.70	35.70	35.70	35.70	21.30	21.30	16.57	16.57	16.57	16.57	0.00	0.00	236.40	236.40	236.40	236.40	240.55	237.48	237.48	237.48	237.85	237.85	130.42	130.42	130.42	130.42	122.39	122.39	120.41	120.41	120.41	120.41	120.41	53.58	53.58
15.01	212.45	212.45	216.29	216.29	216.29	214.17	214.17	214.17	214.17	214.17	214.17	214.17	214.17	209.51	209.51	209.51	202.11	202.11	202.11	202.11	202.25	202.25	202.25	202.25	233.25	233.25	226.78	226.78	226.78	226.78	236.40	236.40	0.00	0.00	0.00	0.00	7.84	12.59	12.59	12.59	12.72	12.72	129.82	129.82	129.82	129.82	135.29	135.29	136.88	136.88	136.88	136.88	136.88	183.75	183.75
15.02	212.45	212.45	216.29	216.29	216.29	214.17	214.17	214.17	214.17	214.17	214.17	214.17	214.17	209.51	209.51	209.51	202.11	202.11	202.11	202.11	202.25	202.25	202.25	202.25	233.25	233.25	226.78	226.78	226.78	226.78	236.40	236.40	0.00	0.00	0.00	0.00	7.84	12.59	12.59	12.59	12.72	12.72	129.82	129.82	129.82	129.82	135.29	135.29	136.88	136.88	136.88	136.88	136.88	183.75	183.75
15.04	212.45	212.45	216.29	216.29	216.29	214.17	214.17	214.17	214.17	214.17	214.17	214.17	214.17	209.51	209.51	209.51	202.11	202.11	202.11	202.11	202.25	202.25	202.25	202.25	233.25	233.25	226.78	226.78	226.78	226.78	236.40	236.40	0.00	0.00	0.00	0.00	7.84	12.59	12.59	12.59	12.72	12.72	129.82	129.82	129.82	129.82	135.29	135.29	136.88	136.88	136.88	136.88	136.88	183.75	183.75
15.06	212.45	212.45	216.29	216.29	216.29	214.17	214.17	214.17	214.17	214.17	214.17	214.17	214.17	209.51	209.51	209.51	202.11	202.11	202.11	202.11	202.25	202.25	202.25	202.25	233.25	233.25	226.78	226.78	226.78	226.78	236.40	236.40	0.00	0.00	0.00	0.00	7.84	12.59	12.59	12.59	12.72	12.72	129.82	129.82	129.82	129.82	135.29	135.29	136.88	136.88	136.88	136.88	136.88	183.75	183.75
16.01	216.69	216.69	220.45	220.45	220.45	218.08	218.08	218.08	218.08	218.08	218.08	218.08	218.08	213.42	213.42	213.42	205.96	205.96	205.96	205.96	206.10	206.10	206.10	206.10	237.97	237.97	231.31	231.31	231.31	231.31	240.55	240.55	7.84	7.84	7.84	7.84	0.00	6.74	6.74	6.74	6.65	6.65	130.93	130.93	130.93	130.93	136.73	136.73	138.38	138.38	138.38	138.38	138.38	187.61	187.61
17.04	213.71	213.71	217.41	217.41	217.41	214.80	214.80	214.80	214.80	214.80	214.80	214.80	214.80	210.15	210.15	210.15	202.64	202.64	202.64	202.64	202.79	202.79	202.79	202.79	235.44	235.44	228.59	228.59	228.59	228.59	237.48	237.48	12.59	12.59	12.59	12.59	6.74	0.00	0.00	0.00	0.38	0.38	125.77	125.77	125.77	125.77	131.76	131.76	133.45	133.45	133.45	133.45	133.45	184.33	184.33
17.05	213.71	213.71	217.41	217.41	217.41	214.80	214.80	214.80	214.80	214.80	214.80	214.80	214.80	210.15	210.15	210.15	202.64	202.64	202.64	202.64	202.79	202.79	202.79	202.79	235.44	235.44	228.59	228.59	228.59	228.59	237.48	237.48	12.59	12.59	12.59	12.59	6.74	0.00	0.00	0.00	0.38	0.38	125.77	125.77	125.77	125.77	131.76	131.76	133.45	133.45	133.45	133.45	133.45	184.33	184.33
17.06	213.71	213.71	217.41	217.41	217.41	214.80	214.80	214.80	214.80	214.80	214.80	214.80	214.80	210.15	210.15	210.15	202.64	202.64	202.64	202.64	202.79	202.79	202.79	202.79	235.44	235.44	228.59	228.59	228.59	228.59	237.48	237.48	12.59	12.59	12.59	12.59	6.74	0.00	0.00	0.00	0.38	0.38	125.77	125.77	125.77	125.77	131.76	131.76	133.45	133.45	133.45	133.45	133.45	184.33	184.33
18.01	214.08	214.08	217.78	217.78	217.78	215.17	215.17	215.17	215.17	215.17	215.17	215.17	215.17	210.52	210.52	210.52	203.01	203.01	203.01	203.01	203.16	203.16	203.16	203.16	235.82	235.82	228.97	228.97	228.97	228.97	237.85	237.85	12.72	12.72	12.72	12.72	6.65	0.38	0.38	0.38	0.00	0.00	126.09	126.09	126.09	126.09	132.08	132.08	133.78	133.78	133.78	133.78	133.78	184.70	184.70
18.02	214.08	214.08	217.78	217.78	217.78	215.17	215.17	215.17	215.17	215.17	215.17	215.17	215.17	210.52	210.52	210.52	203.01	203.01	203.01	203.01	203.16	203.16	203.16	203.16	235.82	235.82	228.97	228.97	228.97	228.97	237.85	237.85	12.72	12.72	12.72	12.72	6.65	0.38	0.38	0.38	0.00	0.00	126.09	126.09	126.09	126.09	132.08	132.08	133.78	133.78	133.78	133.78	133.78	184.70	184.70
20.01	110.31	110.31	112.55	112.55	112.55	106.63	106.63	106.63	106.63	106.63	106.63	106.63	106.63	102.57	102.57	102.57	95.19	95.19	95.19	95.19	95.32	95.32	95.32	95.32	136.99	136.99	127.86	127.86	127.86	127.86	130.42	130.42	129.82	129.82	129.82	129.82	130.93	125.77	125.77	125.77	126.09	126.09	0.00	0.00	0.00	0.00	8.03	8.03	10.02	10.02	10.02	10.02	10.02	79.98	79.98
20.02	110.31	110.31	112.55	112.55	112.55	106.63	106.63	106.63	106.63	106.63	106.63	106.63	106.63	102.57	102.57	102.57	95.19	95.19	95.19	95.19	95.32	95.32	95.32	95.32	136.99	136.99	127.86	127.86	127.86	127.86	130.42	130.42	129.82	129.82	129.82	129.82	130.93	125.77	125.77	125.77	126.09	126.09	0.00	0.00	0.00	0.00	8.03	8.03	10.02	10.02	10.02	10.02	10.02	79.98	79.98
20.05	110.31	110.31	112.55	112.55	112.55	106.63	106.63	106.63	106.63	106.63	106.63	106.63	106.63	102.57	102.57	102.57	95.19	95.19	95.19	95.19	95.32	95.32	95.32	95.32	136.99	136.99	127.86	127.86	127.86	127.86	130.42	130.42	129.82	129.82	129.82	129.82	130.93	125.77	125.77	125.77	126.09	126.09	0.00	0.00	0.00	0.00	8.03	8.03	10.02	10.02	10.02	10.02	10.02	79.98	79.98
20.06	110.31	110.31	112.55	112.55	112.55	106.63	106.63	106.63	106.63	106.63	106.63	106.63	106.63	102.57	102.57	102.57	95.19	95.19	95.19	95.19	95.32	95.32	95.32	95.32	136.99	136.99	127.86	127.86	127.86	127.86	130.42	130.42	129.82	129.82	129.82	129.82	130.93	125.77	125.77	125.77	126.09	126.09	0.00	0.00	0.00	0.00	8.03	8.03	10.02	10.02	10.02	10.02	10.02	79.98	79.98
21.01	102.35	102.35	104.56	104.56	104.56	98.60	98.60	98.60	98.60	98.60	98.60	98.60	98.60	94.55	94.55	94.55	87.19	87.19	87.19	87.19	87.32	87.32	87.32	87.32	129.08	129.08	119.92	119.92	119.92	119.92	122.39	122.39	135.29	135.29	135.29	135.29	136.73	131.76	131.76	131.76	132.08	132.08	8.03	8.03	8.03	8.03	0.00	0.00	2.01	2.01	2.01	2.01	2.01	72.12	72.12
21.02	102.35	102.35	104.56	104.56	104.56	98.60	98.60	98.60	98.60	98.60	98.60	98.60	98.60	94.55	94.55	94.55	87.19	87.19	87.19	87.19	87.32	87.32	87.32	87.32	129.08	129.08	119.92	119.92	119.92	119.92	122.39	122.39	135.29	135.29	135.29	135.29	136.73	131.76	131.76	131.76	132.08	132.08	8.03	8.03	8.03	8.03	0.00	0.00	2.01	2.01	2.01	2.01	2.01	72.12	72.12
22.01	100.42	100.42	102.61	102.61	102.61	96.63	96.63	96.63	96.63	96.63	96.63	96.63	96.63	92.59	92.59	92.59	85.23	85.23	85.23	85.23	85.36	85.36	85.36	85.36	127.18	127.18	118.00	118.00	118.00	118.00	120.41	120.41	136.88	136.88	136.88	136.88	138.38	133.45	133.45	133.45	133.78	133.78	10.02	10.02	10.02	10.02	2.01	2.01	0.00	0.00	0.00	0.00	0.00	70.24	70.24
22.02	100.42	100.42	102.61	102.61	102.61	96.63	96.63	96.63	96.63	96.63	96.63	96.63	96.63	92.59	92.59	92.59	85.23	85.23	85.23	85.23	85.36	85.36	85.36	85.36	127.18	127.18	118.00	118.00	118.00	118.00	120.41	120.41	136.88	136.88	136.88	136.88	138.38	133.45	133.45	133.45	133.78	133.78	10.02	10.02	10.02	10.02	2.01	2.01	0.00	0.00	0.00	0.00	0.00	70.24	70.24
22.03	100.42	100.42	102.61	102.61	102.61	96.63	96.63	96.63	96.63	96.63	96.63	96.63	96.63	92.59	92.59	92.59	85.23	85.23	85.23	85.23	85.36	85.36	85.36	85.36	127.18	127.18	118.00	118.00	118.00	118.00	120.41	120.41	136.88	136.88	136.88	136.88	138.38	133.45	133.45	133.45	133.78	133.78	10.02	10.02	10.02	10.02	2.01	2.01	0.00	0.00	0.00	0.00	0.00	70.24	70.24
22.05	100.42	100.42	102.61	102.61	102.61	96.63	96.63	96.63	96.63	96.63	96.63	96.63	96.63	92.59	92.59	92.59	85.23	85.23	85.23	85.23	85.36	85.36	85.36	85.36	127.18	127.18	118.00	118.00	118.00	118.00	120.41	120.41	136.88	136.88	136.88	136.88	138.38	133.45	133.45	133.45	133.78	133.78	10.02	10.02	10.02	10.02	2.01	2.01	0.00	0.00	0.00	0.00	0.00	70.24	70.24
22.07	100.42	100.42	102.61	102.61	102.61	96.63	96.63	96.63	96.63	96.63	96.63	96.63	96.63	92.59	92.59	92.59	85.23	85.23	85.23	85.23	85.36	85.36	85.36	85.36	127.18	127.18	118.00	118.00	118.00	118.00	120.41	120.41	136.88	136.88	136.88	136.88	138.38	133.45	133.45	133.45	133.78	133.78	10.02	10.02	10.02	10.02	2.01	2.01	0.00	0.00	0.00	0.00	0.00	70.24	70.24
23.01	30.97	30.97	33.95	33.95	33.95	30.48	30.48	30.48	30.48	30.48	30.48	30.48	30.48	25.83	25.83	25.83	18.36	18.36	18.36	18.36	18.50	18.50	18.50	18.50	57.07	57.07	48.15	48.15	48.15	48.15	53.58	53.58	183.75	183.75	183.75	183.75	187.61	184.33	184.33	184.33	184.70	184.70	79.98	79.98	79.98	79.98	72.12	72.12	70.24	70.24	70.24	70.24	70.24	0.00	0.00
23.02	30.97	30.97	33.95	33.95	33.95	30.48	30.48	30.48	30.48	30.48	30.48	30.48	30.48	25.83	25.83	25.83	18.36	18.36	18.36	18.36	18.50	18.50	18.50	18.50	57.07	57.07	48.15	48.15	48.15	48.15	53.58	53.58	183.75	183.75	183.75	183.75	187.61	184.33	184.33	184.33	184.70	184.70	79.98	79.98	79.98	79.98	72.12	72.12	70.24	70.24	70.24	70.24	70.24	0.00	0.00
